index,fixed acidity,volatile acidity,citric acid,chlorides,total sulfur dioxide,density,pH,sulphates,alcohol,quality,colour,target
3486,6.9,0.28,0.33,0.039,98.0,0.9904,3.07,0.39,11.7,6,0,1
3487,6.5,0.22,0.19,0.064,191.0,0.99297,3.05,0.5,9.5,6,0,1
3488,7.8,0.2,0.2,0.036,83.0,0.99088,3.03,0.46,11.7,6,0,1
3489,6.7,0.28,0.31,0.041,81.0,0.99254,3.04,0.47,11.4,8,0,1
3490,7.6,0.31,0.24,0.037,150.0,0.9913,3.05,0.44,11.8,7,0,1
3491,8.0,0.2,0.44,0.057,111.0,0.99158,3.09,0.32,11.2,6,0,1
3492,6.0,0.28,0.27,0.036,134.0,0.99408,3.19,0.44,13.0,7,0,1
3493,6.0,0.28,0.27,0.036,134.0,0.99408,3.19,0.44,13.0,7,0,1
3494,6.7,0.24,0.36,0.042,123.0,0.99473,3.34,0.52,10.9,6,0,1
3495,6.3,0.22,0.28,0.042,102.0,0.98998,3.14,0.37,11.6,7,0,1
3496,6.0,0.24,0.28,0.038,134.0,0.99146,3.3,0.54,11.3,7,0,1
3497,7.7,0.43,1.0,0.032,164.0,0.99742,3.29,0.5,12.0,6,0,1
3498,6.4,0.3,0.36,0.052,141.0,0.99273,3.38,0.53,10.5,6,0,1
3499,6.1,0.33,0.3,0.036,124.0,0.98922,3.31,0.4,13.1,7,0,1
3500,6.0,0.28,0.27,0.036,134.0,0.99408,3.19,0.44,13.0,7,0,1
3501,6.7,0.24,0.36,0.042,123.0,0.99473,3.34,0.52,10.9,6,0,1
3502,6.7,0.29,0.45,0.054,181.0,0.99869,3.14,0.57,9.1,5,0,0
3503,6.9,0.33,0.31,0.04,93.0,0.9896,3.18,0.48,13.4,7,0,1
3504,6.5,0.16,0.34,0.029,133.0,0.99108,3.33,0.64,11.5,7,0,1
3505,6.0,0.2,0.32,0.031,118.0,0.99134,3.38,0.68,11.2,7,0,1
3506,7.5,0.33,0.28,0.042,155.0,0.99385,3.36,0.57,10.9,6,0,1
3507,7.1,0.36,0.28,0.036,115.0,0.98936,3.19,0.44,13.5,7,0,1
3508,6.7,0.29,0.45,0.054,181.0,0.99869,3.14,0.57,9.1,5,0,0
3509,6.4,0.26,0.25,0.046,179.0,0.99606,3.17,0.55,9.9,6,0,1
3510,7.0,0.22,0.24,0.041,167.0,0.99508,2.98,0.56,10.5,6,0,1
3511,6.5,0.19,0.28,0.046,90.0,0.99038,3.18,0.51,11.7,7,0,1
3512,6.3,0.21,0.31,0.043,117.0,0.99158,3.49,0.68,11.0,6,0,1
3513,7.9,0.35,0.28,0.032,63.0,0.9932,2.99,0.43,13.0,6,0,1
3514,7.7,0.38,0.23,0.03,95.0,0.99164,2.93,0.41,13.6,6,0,1
3515,6.8,0.19,0.33,0.031,87.0,0.98987,3.08,0.62,12.3,7,0,1
3516,7.2,0.33,0.34,0.044,171.0,0.98947,3.25,0.53,13.3,7,0,1
3517,6.6,0.29,0.29,0.036,102.0,0.98819,3.08,0.42,13.7,7,0,1
3518,7.5,0.2,0.41,0.05,131.0,0.99133,3.19,0.52,11.1,5,0,0
3519,6.9,0.33,0.62,0.038,132.0,0.99143,3.23,0.43,13.4,7,0,1
3520,6.0,0.23,0.15,0.048,207.0,0.99571,3.05,0.3,9.1,5,0,0
3521,5.9,0.23,0.24,0.038,152.0,0.99139,3.31,0.5,11.3,7,0,1
3522,6.6,0.32,0.41,0.048,178.0,0.99537,3.2,0.46,9.4,5,0,0
3523,6.0,0.23,0.15,0.048,207.0,0.99571,3.05,0.3,9.1,5,0,0
3524,5.3,0.36,0.27,0.028,132.0,0.99186,3.37,0.4,11.6,6,0,1
3525,5.3,0.36,0.27,0.028,132.0,0.99186,3.37,0.4,11.6,6,0,1
3526,8.9,0.27,0.28,0.024,128.0,0.98984,3.01,0.35,12.4,6,0,1
3527,7.6,0.23,0.29,0.053,146.0,0.9963,3.11,0.32,9.8,6,0,1
3528,6.9,0.75,0.13,0.036,50.0,0.99312,3.09,0.25,11.1,4,0,0
3529,7.1,0.35,0.27,0.034,134.0,0.9897,3.26,0.38,13.1,7,0,1
3530,7.2,0.31,0.35,0.046,178.0,0.9955,3.14,0.53,9.7,5,0,0
3531,6.4,0.28,0.44,0.048,179.0,0.99528,3.15,0.48,9.2,5,0,0
3532,7.2,0.23,0.46,0.036,85.0,0.99279,3.1,0.78,11.7,6,0,1
3533,6.6,0.22,0.3,0.045,136.0,0.99704,3.14,0.37,10.6,6,0,1
3534,7.2,0.31,0.35,0.046,178.0,0.9955,3.14,0.53,9.7,5,0,0
3535,6.4,0.28,0.44,0.048,179.0,0.99528,3.15,0.48,9.2,5,0,0
3536,7.2,0.24,0.28,0.032,92.0,0.9914,3.1,0.39,10.9,6,0,1
3537,6.2,0.27,0.47,0.146,105.0,0.99224,3.23,0.51,10.1,5,0,0
3538,6.5,0.28,0.25,0.029,128.0,0.99074,3.17,0.44,12.2,7,0,1
3539,7.2,0.27,0.31,0.031,80.0,0.98892,3.03,0.33,12.7,6,0,1
3540,7.8,0.28,0.25,0.024,99.0,0.98959,2.98,0.37,13.0,6,0,1
3541,8.1,0.26,0.27,0.03,123.0,0.99212,3.16,0.33,11.2,6,0,1
3542,6.6,0.23,0.37,0.036,153.0,0.99576,3.2,0.48,9.4,6,0,1
3543,6.0,0.33,0.2,0.031,159.0,0.9919,3.41,0.53,11.0,6,0,1
3544,6.0,0.33,0.2,0.031,159.0,0.9919,3.41,0.53,11.0,6,0,1
3545,7.3,0.2,0.29,0.039,237.0,1.00037,3.1,0.48,9.2,6,0,1
3546,6.6,0.23,0.37,0.036,153.0,0.99576,3.2,0.48,9.4,6,0,1
3547,7.3,0.2,0.29,0.039,237.0,1.00037,3.1,0.48,9.2,6,0,1
3548,6.2,0.47,0.19,0.029,142.0,0.992,3.22,0.45,12.3,6,0,1
3549,6.0,0.33,0.2,0.031,159.0,0.9919,3.41,0.53,11.0,6,0,1
3550,7.2,0.14,0.32,0.022,116.0,0.99218,3.04,0.67,10.0,6,0,1
3551,5.7,0.22,0.22,0.044,110.0,0.99855,3.24,0.48,9.0,6,0,1
3552,5.7,0.22,0.22,0.044,110.0,0.99855,3.24,0.48,9.0,6,0,1
3553,5.7,0.22,0.22,0.044,110.0,0.99855,3.24,0.48,9.0,6,0,1
3554,8.1,0.2,0.28,0.023,87.0,0.99062,2.92,0.36,11.1,6,0,1
3555,5.8,0.14,0.15,0.042,123.0,0.99362,3.06,0.6,9.9,6,0,1
3556,4.8,0.21,0.21,0.037,112.0,0.99324,3.66,0.48,12.2,7,0,1
3557,8.1,0.2,0.28,0.023,87.0,0.99062,2.92,0.36,11.1,6,0,1
3558,5.7,0.22,0.22,0.044,110.0,0.99855,3.24,0.48,9.0,6,0,1
3559,7.5,0.34,0.24,0.031,34.0,0.99098,3.01,0.36,11.8,4,0,0
3560,6.6,0.64,0.28,0.032,78.0,0.99036,3.11,0.62,12.9,6,0,1
3561,7.0,0.48,0.12,0.05,86.0,0.99398,2.86,0.35,9.0,5,0,0
3562,7.6,0.37,0.34,0.028,162.0,0.9903,3.01,0.33,12.4,6,0,1
3563,7.0,0.48,0.12,0.05,86.0,0.99398,2.86,0.35,9.0,5,0,0
3564,6.6,0.64,0.28,0.032,78.0,0.99036,3.11,0.62,12.9,6,0,1
3565,8.0,0.25,0.27,0.036,85.0,0.99406,2.99,0.36,11.2,6,0,1
3566,7.6,0.38,0.28,0.029,112.0,0.9906,3.0,0.41,12.6,6,0,1
3567,6.9,0.26,0.27,0.031,80.0,0.99089,3.12,0.39,11.5,6,0,1
3568,7.8,0.15,0.34,0.035,93.0,0.99096,3.07,0.72,11.3,7,0,1
3569,8.0,0.25,0.27,0.036,85.0,0.99406,2.99,0.36,11.2,6,0,1
3570,6.9,0.26,0.27,0.031,80.0,0.99089,3.12,0.39,11.5,6,0,1
3571,5.9,0.655,0.0,0.033,31.0,0.9936,3.32,0.51,10.5,4,0,0
3572,7.6,0.38,0.28,0.029,112.0,0.9906,3.0,0.41,12.6,6,0,1
3573,7.8,0.31,0.4,0.027,87.0,0.9911,3.15,0.48,11.9,6,0,1
3574,8.1,0.17,0.21,0.036,119.0,0.99396,3.18,0.52,10.1,6,0,1
3575,6.8,0.18,0.28,0.027,112.0,0.99089,3.15,0.45,11.0,7,0,1
3576,7.4,0.28,0.36,0.048,161.0,0.9968,3.14,0.56,10.6,5,0,0
3577,7.3,0.23,0.27,0.035,120.0,0.99138,3.04,0.59,11.3,7,0,1
3578,6.7,0.22,0.22,0.038,124.0,0.99098,3.1,0.37,11.2,4,0,0
3579,7.4,0.25,0.28,0.028,78.0,0.99238,2.94,0.37,11.5,7,0,1
3580,7.5,0.3,0.21,0.026,143.0,0.99244,2.92,0.35,11.1,5,0,0
3581,7.2,0.26,0.24,0.023,130.0,0.99176,3.14,0.49,12.8,7,0,1
3582,6.3,0.32,0.32,0.037,76.0,0.98993,3.3,0.46,12.3,6,0,1
3583,7.7,0.24,0.3,0.041,102.0,0.9929,3.26,0.53,10.4,6,0,1
3584,7.4,0.25,0.28,0.028,78.0,0.99238,2.94,0.37,11.5,7,0,1
3585,7.0,0.24,0.35,0.032,104.0,0.98988,3.16,0.37,11.7,7,0,1
3586,5.8,0.28,0.28,0.044,158.0,0.992,3.35,0.44,10.7,7,0,1
3587,6.8,0.19,0.71,0.042,114.0,0.99784,2.85,0.5,9.5,6,0,1
3588,6.8,0.19,0.71,0.042,114.0,0.99784,2.85,0.5,9.5,6,0,1
3589,6.8,0.19,0.71,0.042,114.0,0.99784,2.85,0.5,9.5,6,0,1
3590,6.6,0.19,0.35,0.037,107.0,0.99006,3.18,0.68,12.0,7,0,1
3591,6.4,0.28,0.36,0.053,186.0,0.99211,3.31,0.45,10.8,5,0,0
3592,5.6,0.28,0.27,0.043,158.0,0.99202,3.35,0.44,10.7,7,0,1
3593,5.6,0.28,0.28,0.044,158.0,0.992,3.35,0.44,10.7,7,0,1
3594,6.8,0.19,0.32,0.049,107.0,0.99332,3.12,0.44,10.7,7,0,1
3595,7.2,0.16,0.29,0.031,123.0,0.98958,3.12,0.4,12.1,7,0,1
3596,6.6,0.17,0.28,0.034,108.0,0.98939,3.0,0.52,11.9,7,0,1
3597,6.6,0.19,0.28,0.042,137.0,0.99492,3.18,0.37,10.8,6,0,1
3598,5.8,0.2,0.24,0.033,169.0,0.99043,3.59,0.56,12.3,7,0,1
3599,6.6,0.39,0.38,0.053,226.0,0.99787,3.3,0.57,9.4,6,0,1
3600,6.8,0.12,0.3,0.049,88.0,0.99654,3.2,0.35,9.9,6,0,1
3601,6.6,0.295,0.24,0.039,140.0,0.99304,3.35,0.61,10.4,7,0,1
3602,6.6,0.26,0.24,0.038,137.0,0.9952,3.35,0.6,10.4,6,0,1
3603,7.0,0.32,0.27,0.027,122.0,0.99165,3.15,0.6,12.6,7,0,1
3604,7.4,0.36,0.23,0.017,69.0,0.9892,2.93,0.36,12.5,6,0,1
3605,6.7,0.35,0.48,0.056,167.0,0.99628,3.04,0.47,9.4,5,0,0
3606,6.4,0.38,0.24,0.047,151.0,0.99604,3.11,0.6,9.2,5,0,0
3607,6.8,0.14,0.18,0.047,90.0,0.99164,3.27,0.54,11.2,6,0,1
3608,7.0,0.16,0.25,0.044,149.0,0.998,2.91,0.46,9.2,6,0,1
3609,7.0,0.16,0.25,0.044,149.0,0.998,2.91,0.46,9.2,6,0,1
3610,6.7,0.35,0.48,0.056,167.0,0.99628,3.04,0.47,9.4,5,0,0
3611,6.8,0.14,0.18,0.047,90.0,0.99164,3.27,0.54,11.2,6,0,1
3612,6.8,0.16,0.18,0.046,114.0,0.99226,3.27,0.55,10.8,6,0,1
3613,7.0,0.16,0.25,0.044,149.0,0.998,2.91,0.46,9.2,6,0,1
3614,6.4,0.38,0.24,0.047,151.0,0.99604,3.11,0.6,9.2,5,0,0
3615,7.2,0.24,0.3,0.037,95.0,0.98914,2.96,0.36,12.5,6,0,1
3616,7.7,0.32,0.61,0.041,188.0,0.99794,3.0,0.54,9.3,5,0,0
3617,7.0,0.29,0.33,0.041,117.0,0.99048,3.21,0.5,11.4,5,0,0
3618,7.1,0.27,0.24,0.044,118.0,0.99726,3.04,0.56,10.0,7,0,1
3619,6.8,0.45,0.28,0.031,122.0,1.00295,3.06,0.42,10.6,6,0,1
3620,6.3,0.2,0.26,0.04,168.0,0.99278,3.07,0.75,10.7,7,0,1
3621,7.1,0.27,0.24,0.044,118.0,0.99726,3.04,0.56,10.0,7,0,1
3622,7.2,0.24,0.3,0.037,95.0,0.98914,2.96,0.36,12.5,6,0,1
3623,6.8,0.45,0.28,0.031,122.0,1.00295,3.06,0.42,10.6,6,0,1
3624,6.6,0.36,0.28,0.029,93.0,0.99054,3.19,0.27,12.8,7,0,1
3625,7.7,0.32,0.61,0.041,188.0,0.99794,3.0,0.54,9.3,5,0,0
3626,7.0,0.29,0.33,0.041,117.0,0.99048,3.21,0.5,11.4,5,0,0
3627,6.4,0.37,0.2,0.117,183.0,0.99459,3.24,0.43,9.5,5,0,0
3628,6.4,0.38,0.2,0.117,181.0,0.99459,3.24,0.43,9.5,6,0,1
3629,6.4,0.36,0.2,0.118,172.0,0.9946,3.24,0.43,9.5,6,0,1
3630,6.6,0.3,0.25,0.036,124.0,0.99362,3.06,0.38,10.8,6,0,1
3631,6.6,0.3,0.25,0.036,124.0,0.99362,3.06,0.38,10.8,6,0,1
3632,6.5,0.21,0.51,0.045,125.0,0.99966,3.2,0.47,8.8,6,0,1
3633,6.6,0.3,0.25,0.036,124.0,0.99362,3.06,0.38,10.8,6,0,1
3634,7.6,0.31,0.27,0.021,156.0,0.99442,3.08,0.38,11.0,7,0,1
3635,5.8,0.58,0.0,0.02,96.0,0.98918,3.29,0.38,12.4,6,0,1
3636,6.5,0.26,0.39,0.02,66.0,0.99089,3.25,0.75,11.3,7,0,1
3637,8.7,0.3,0.34,0.018,127.0,0.99474,3.12,0.49,11.2,7,0,1
3638,6.4,0.29,0.32,0.014,89.0,0.99008,3.24,0.66,12.5,7,0,1
3639,6.7,0.13,0.32,0.017,99.0,0.99348,3.12,0.44,10.0,6,0,1
3640,6.8,0.19,0.33,0.047,130.0,0.99283,3.12,0.56,11.0,6,0,1
3641,6.0,0.25,0.4,0.052,152.0,0.99398,3.16,0.88,10.5,6,0,1
3642,6.0,0.25,0.4,0.052,152.0,0.99398,3.16,0.88,10.5,6,0,1
3643,6.8,0.19,0.33,0.047,130.0,0.99283,3.12,0.56,11.0,6,0,1
3644,6.4,0.24,0.23,0.046,133.0,0.9908,3.12,0.54,11.4,7,0,1
3645,5.9,0.18,0.28,0.039,139.0,0.99165,3.16,0.44,11.3,6,0,1
3646,7.2,0.33,0.22,0.031,73.0,0.99076,2.97,0.52,12.2,7,0,1
3647,6.4,0.29,0.24,0.037,95.0,0.98942,2.9,0.66,12.6,7,0,1
3648,7.3,0.31,0.25,0.032,138.0,0.99244,2.9,0.37,11.1,5,0,0
3649,7.0,0.29,0.37,0.035,126.0,0.99058,3.26,0.47,12.3,6,0,1
3650,6.9,0.19,0.6,0.037,122.0,0.99255,2.92,0.59,10.4,4,0,0
3651,6.3,0.32,0.17,0.06,190.0,0.99916,3.13,0.48,8.8,6,0,1
3652,6.6,0.085,0.33,0.036,109.0,0.99306,3.27,0.61,9.5,6,0,1
3653,6.3,0.32,0.17,0.06,190.0,0.99916,3.13,0.48,8.8,6,0,1
3654,6.8,0.18,0.32,0.047,109.0,0.99498,3.42,0.44,10.4,6,0,1
3655,6.8,0.52,0.26,0.038,130.0,0.99,3.11,0.27,13.0,7,0,1
3656,7.1,0.28,0.28,0.03,191.0,0.99338,3.16,0.46,12.2,7,0,1
3657,5.7,0.15,0.47,0.035,128.0,0.99456,3.03,0.34,10.5,8,0,1
3658,5.8,0.275,0.3,0.043,149.0,0.9926,3.33,0.42,10.8,7,0,1
3659,5.4,0.53,0.16,0.036,128.0,0.98856,3.2,0.53,13.2,8,0,1
3660,5.8,0.32,0.28,0.032,115.0,0.98946,3.16,0.57,13.0,8,0,1
3661,6.7,0.22,0.39,0.049,152.0,0.99346,3.5,0.47,10.0,6,0,1
3662,6.1,0.6,0.12,0.05,76.0,0.99268,3.42,0.48,10.4,4,0,0
3663,6.5,0.26,0.31,0.034,145.0,0.98944,3.16,0.54,12.4,6,0,1
3664,5.0,0.29,0.54,0.035,155.0,0.98976,3.27,0.34,12.9,8,0,1
3665,5.4,0.53,0.16,0.036,128.0,0.98856,3.2,0.53,13.2,8,0,1
3666,6.8,0.21,0.26,0.038,152.0,0.99523,3.02,0.56,10.5,7,0,1
3667,5.8,0.32,0.28,0.032,115.0,0.98946,3.16,0.57,13.0,8,0,1
3668,6.5,0.27,0.26,0.03,82.0,0.99402,3.07,0.36,11.2,5,0,0
3669,5.9,0.37,0.32,0.029,102.0,0.98916,3.41,0.55,12.7,7,0,1
3670,6.2,0.21,0.18,0.044,155.0,0.99655,3.14,0.52,9.4,6,0,1
3671,6.8,0.3,0.29,0.025,95.0,0.99071,3.03,0.32,12.9,7,0,1
3672,7.3,0.41,0.29,0.032,74.0,0.98889,2.96,0.35,13.0,8,0,1
3673,5.4,0.3,0.3,0.029,93.0,0.98742,3.31,0.4,13.6,7,0,1
3674,6.6,0.34,0.2,0.053,112.0,0.99336,3.32,0.55,9.1,5,0,0
3675,5.6,0.25,0.19,0.049,166.0,0.992,3.25,0.43,10.4,6,0,1
3676,5.3,0.3,0.3,0.029,93.0,0.98742,3.31,0.4,13.6,7,0,1
3677,6.9,0.58,0.58,0.032,169.0,0.99275,3.28,0.44,12.2,6,0,1
3678,7.2,0.23,0.25,0.085,111.0,1.00044,3.1,0.51,8.7,5,0,0
3679,7.1,0.2,0.27,0.037,105.0,0.99444,3.04,0.37,10.5,7,0,1
3680,6.8,0.15,0.41,0.044,183.0,0.99742,3.24,0.78,10.2,6,0,1
3681,7.0,0.22,0.26,0.027,122.0,0.99228,3.06,0.34,12.5,8,0,1
3682,6.4,0.16,0.44,0.051,122.0,0.99058,3.11,0.75,11.3,7,0,1
3683,6.8,0.15,0.41,0.044,183.0,0.99742,3.24,0.78,10.2,6,0,1
3684,6.8,0.31,0.3,0.028,122.0,0.99164,3.13,0.63,12.6,7,0,1
3685,6.8,0.15,0.41,0.044,183.0,0.99742,3.24,0.78,10.2,6,0,1
3686,7.6,0.3,0.37,0.087,177.0,0.99438,3.09,0.5,9.8,5,0,0
3687,6.0,0.16,0.27,0.03,98.0,0.99402,3.15,0.34,10.8,5,0,0
3688,7.1,0.21,0.35,0.04,186.0,0.99128,3.32,0.56,12.5,6,0,1
3689,7.0,0.22,0.26,0.027,122.0,0.99228,3.06,0.34,12.5,8,0,1
3690,5.6,0.21,0.24,0.027,150.0,0.991,3.3,0.31,11.5,7,0,1
3691,7.4,0.22,0.26,0.027,112.0,0.9931,2.98,0.41,11.4,6,0,1
3692,7.1,0.2,0.27,0.037,105.0,0.99444,3.04,0.37,10.5,7,0,1
3693,6.8,0.31,0.3,0.028,122.0,0.99164,3.13,0.63,12.6,7,0,1
3694,7.2,0.23,0.25,0.085,111.0,1.00044,3.1,0.51,8.7,5,0,0
3695,6.4,0.15,0.4,0.053,146.0,0.99112,3.17,0.68,11.0,6,0,1
3696,6.4,0.16,0.44,0.051,122.0,0.99058,3.11,0.75,11.3,7,0,1
3697,6.8,0.15,0.41,0.044,182.0,0.99742,3.24,0.78,10.2,6,0,1
3698,6.3,0.22,0.34,0.036,96.0,0.98961,3.06,0.74,11.6,6,0,1
3699,7.6,0.3,0.37,0.087,177.0,0.99438,3.09,0.5,9.8,5,0,0
3700,7.0,0.3,0.27,0.076,145.0,0.99344,3.1,0.52,10.1,5,0,0
3701,6.6,0.26,0.22,0.05,139.0,0.99904,3.06,0.5,9.2,5,0,0
3702,7.5,0.24,0.31,0.05,180.0,0.99884,3.05,0.53,9.1,6,0,1
3703,7.5,0.24,0.31,0.05,180.0,0.99884,3.05,0.53,9.1,6,0,1
3704,7.5,0.24,0.31,0.05,180.0,0.99884,3.05,0.53,9.1,6,0,1
3705,7.5,0.24,0.31,0.05,180.0,0.99884,3.05,0.53,9.1,6,0,1
3706,6.6,0.15,0.34,0.037,79.0,0.98949,2.96,0.5,11.7,6,0,1
3707,6.7,0.34,0.43,0.041,114.0,0.99014,3.23,0.44,12.6,6,0,1
3708,7.7,0.35,0.46,0.088,183.0,0.99786,2.86,0.47,9.0,5,0,0
3709,6.7,0.31,0.09,0.039,141.0,0.99206,3.12,0.44,10.1,5,0,0
3710,4.7,0.67,0.09,0.02,9.0,0.98722,3.3,0.34,13.6,5,0,0
3711,7.5,0.24,0.31,0.05,180.0,0.99884,3.05,0.53,9.1,6,0,1
3712,6.3,0.2,0.18,0.045,159.0,0.99666,3.09,0.54,9.2,5,0,0
3713,6.6,0.28,0.23,0.049,190.0,0.99754,3.12,0.51,8.8,5,0,0
3714,8.5,0.18,0.3,0.028,95.0,0.99272,2.83,0.36,10.0,4,0,0
3715,6.5,0.35,0.38,0.036,196.0,0.99712,3.47,0.48,9.1,6,0,1
3716,6.8,0.22,0.26,0.041,182.0,0.99104,3.04,0.35,11.2,5,0,0
3717,6.3,0.18,0.24,0.053,119.0,0.99373,3.11,0.52,9.2,6,0,1
3718,6.6,0.26,0.22,0.05,139.0,0.99904,3.06,0.5,9.2,5,0,0
3719,6.6,0.3,0.45,0.038,200.0,0.9956,3.18,0.48,9.5,5,0,0
3720,6.3,0.34,0.27,0.024,152.0,0.99095,3.35,0.6,11.9,7,0,1
3721,7.7,0.3,0.23,0.068,138.0,0.99382,3.11,0.62,9.8,5,0,0
3722,7.7,0.31,0.23,0.069,134.0,0.99382,3.11,0.62,9.8,5,0,0
3723,5.7,0.265,0.28,0.036,150.0,0.99299,3.36,0.44,10.8,7,0,1
3724,5.4,0.255,0.33,0.051,122.0,0.99048,3.37,0.66,11.3,6,0,1
3725,6.6,0.26,0.28,0.028,121.0,0.99254,3.17,0.34,12.1,6,0,1
3726,4.8,0.17,0.28,0.03,111.0,0.9902,3.38,0.34,11.3,7,0,1
3727,5.7,0.265,0.28,0.036,150.0,0.99299,3.36,0.44,10.8,7,0,1
3728,6.2,0.2,0.33,0.028,75.0,0.99012,3.36,0.41,13.5,7,0,1
3729,7.5,0.28,0.41,0.044,126.0,0.99293,3.28,0.45,10.3,5,0,0
3730,6.2,0.22,0.2,0.035,184.0,1.00022,3.11,0.53,9.0,6,0,1
3731,7.0,0.34,0.26,0.041,166.0,0.99382,3.08,0.35,11.6,6,0,1
3732,7.5,0.28,0.41,0.044,126.0,0.99293,3.28,0.45,10.3,5,0,0
3733,6.5,0.19,0.34,0.029,116.0,0.98954,3.21,0.68,12.5,6,0,1
3734,6.0,0.21,0.29,0.042,125.0,0.99936,3.39,0.45,8.6,5,0,0
3735,6.1,0.22,0.46,0.16,74.0,0.9884,3.19,0.33,13.4,6,0,1
3736,6.5,0.32,0.48,0.026,88.0,0.99144,3.22,0.79,12.7,4,0,0
3737,7.1,0.21,0.72,0.167,120.0,0.99324,2.97,0.51,9.2,5,0,0
3738,5.6,0.26,0.18,0.034,135.0,0.99174,3.32,0.35,10.2,6,0,1
3739,7.0,0.15,0.28,0.051,149.0,0.99792,2.96,0.39,9.0,7,0,1
3740,7.0,0.15,0.28,0.051,149.0,0.99792,2.96,0.39,9.0,7,0,1
3741,7.0,0.15,0.28,0.051,149.0,0.99792,2.96,0.39,9.0,7,0,1
3742,7.0,0.15,0.28,0.051,149.0,0.99792,2.96,0.39,9.0,7,0,1
3743,7.0,0.15,0.28,0.051,149.0,0.99792,2.96,0.39,9.0,7,0,1
3744,7.0,0.15,0.28,0.051,149.0,0.99792,2.96,0.39,9.0,7,0,1
3745,7.0,0.15,0.28,0.051,149.0,0.99792,2.96,0.39,9.0,7,0,1
3746,7.4,0.27,0.28,0.04,121.0,0.99043,3.02,0.4,11.9,5,0,0
3747,6.8,0.22,0.3,0.07,194.0,0.99654,2.89,0.42,9.0,6,0,1
3748,6.2,0.24,0.25,0.055,134.0,0.99758,3.3,0.51,9.0,5,0,0
3749,6.3,0.28,0.29,0.051,143.0,0.99374,3.43,0.59,11.0,6,0,1
3750,7.0,0.15,0.28,0.051,149.0,0.99792,2.96,0.39,9.0,7,0,1
3751,5.5,0.17,0.23,0.039,108.0,0.99243,3.28,0.5,10.0,5,0,0
3752,6.5,0.26,0.34,0.04,184.0,0.99216,3.29,0.46,10.7,5,0,0
3753,6.6,0.27,0.33,0.042,183.0,0.99215,3.29,0.46,10.7,5,0,0
3754,5.4,0.46,0.15,0.026,130.0,0.98953,3.39,0.77,13.4,8,0,1
3755,7.8,0.19,0.32,0.015,124.0,0.99278,2.99,0.39,11.0,6,0,1
3756,5.5,0.17,0.23,0.039,108.0,0.99243,3.28,0.5,10.0,5,0,0
3757,6.5,0.26,0.34,0.04,184.0,0.99216,3.29,0.46,10.7,5,0,0
3758,6.6,0.27,0.33,0.042,183.0,0.99215,3.29,0.46,10.7,5,0,0
3759,7.8,0.19,0.32,0.015,124.0,0.99278,2.99,0.39,11.0,6,0,1
3760,7.8,0.2,0.32,0.016,101.0,0.99186,2.99,0.39,11.0,6,0,1
3761,6.1,0.17,0.28,0.028,98.0,0.99072,3.16,0.37,11.1,7,0,1
3762,7.4,0.2,0.35,0.025,40.0,0.99244,2.79,0.52,10.9,5,0,0
3763,6.7,0.39,0.24,0.017,80.0,0.99084,3.03,0.37,11.5,5,0,0
3764,5.4,0.46,0.15,0.026,130.0,0.98953,3.39,0.77,13.4,8,0,1
3765,6.9,0.4,0.17,0.033,186.0,0.99754,3.08,0.49,9.4,5,0,0
3766,6.9,0.4,0.17,0.033,186.0,0.99754,3.08,0.49,9.4,5,0,0
3767,6.9,0.4,0.17,0.033,186.0,0.99754,3.08,0.49,9.4,5,0,0
3768,6.3,0.24,0.29,0.035,134.0,0.99567,3.17,0.38,10.6,6,0,1
3769,6.9,0.4,0.17,0.033,186.0,0.99754,3.08,0.49,9.4,5,0,0
3770,7.4,0.27,0.31,0.014,143.0,0.99094,3.03,0.65,12.0,4,0,0
3771,6.1,0.27,0.28,0.042,125.0,0.99532,3.14,0.42,10.2,6,0,1
3772,6.3,0.24,0.29,0.035,134.0,0.99567,3.17,0.38,10.6,6,0,1
3773,5.0,0.61,0.12,0.009,100.0,0.9874,3.26,0.37,13.5,5,0,0
3774,6.7,0.42,0.39,0.04,248.0,0.99794,3.31,0.58,9.7,5,0,0
3775,6.5,0.33,0.28,0.018,103.0,0.99122,3.24,0.32,12.2,6,0,1
3776,6.9,0.33,0.31,0.04,135.0,0.99226,3.11,0.57,12.3,5,0,0
3777,6.5,0.33,0.28,0.018,103.0,0.99122,3.24,0.32,12.2,6,0,1
3778,6.3,0.15,0.3,0.022,100.0,0.99099,3.42,0.57,11.4,7,0,1
3779,6.5,0.32,0.45,0.022,97.0,0.99134,3.2,0.7,12.7,7,0,1
3780,6.7,0.42,0.39,0.04,248.0,0.99794,3.31,0.58,9.7,5,0,0
3781,7.4,0.25,0.29,0.02,113.0,0.99338,3.13,0.29,10.8,6,0,1
3782,7.6,0.27,0.3,0.018,96.0,0.9938,3.08,0.29,11.0,6,0,1
3783,6.4,0.27,0.45,0.05,196.0,0.9955,3.18,0.48,9.5,5,0,0
3784,6.5,0.25,0.27,0.064,140.0,0.99776,3.2,0.49,10.1,6,0,1
3785,5.6,0.19,0.31,0.027,100.0,0.98964,3.46,0.4,13.2,7,0,1
3786,7.4,0.29,0.48,0.037,182.0,0.99808,3.02,0.34,8.8,5,0,0
3787,6.4,0.34,0.44,0.043,201.0,0.99551,3.18,0.48,9.5,5,0,0
3788,6.6,0.27,0.52,0.044,202.0,0.99548,3.18,0.48,9.5,5,0,0
